test_name,file,line,rule_id,severity,message,tool
BenchmarkTest01891,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01891.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01895,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01895.java,65,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01895,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01895.java,65,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest01897,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01897.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01897,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01897.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest01898,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01898.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest01898,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01898.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01900,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01900.java,58,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest01900,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01900.java,58,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01901,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01901.java,68,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest01910,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01910.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01911,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01911.java,59,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest01911,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01911.java,61,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest01930,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01930.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01931,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01931.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01932,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01932.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01933,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01933.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01934,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01934.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01961,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01961.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01962,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01962.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01969,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01969.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01970,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01970.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01971,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01971.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01972,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01972.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01973,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01973.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest01978,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01978.java,74,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest01978,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01978.java,74,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01980,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01980.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01980,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01980.java,68,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest01981,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01981.java,68,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest01981,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01981.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest01982,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01982.java,78,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest01992,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01992.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest01999,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01999.java,64,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02000,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02000.java,64,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02001,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02001.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02002,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02002.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02003,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02003.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02004,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02004.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02017,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02017.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02017,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02017.java,68,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02018,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02018.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02018,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02018.java,68,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02019,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02019.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02019,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02019.java,68,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02020,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02020.java,67,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02020,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02020.java,67,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02022,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02022.java,60,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02022,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02022.java,60,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02023,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02023.java,60,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02023,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02023.java,60,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02024,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02024.java,70,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02038,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02038.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02039,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02039.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02040,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02040.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02042,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02042.java,56,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02060,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02060.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02061,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02061.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02062,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02062.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02063,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02063.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02087,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02087.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02088,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02088.java,62,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02089,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02089.java,62,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02092,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02092.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02093,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02093.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02094,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02094.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02095,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02095.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02096,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02096.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02097,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02097.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02098,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02098.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02099,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02099.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02101,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02101.java,60,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02101,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02101.java,60,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02103,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02103.java,63,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02117,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02117.java,48,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02118,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02118.java,54,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02118,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02118.java,56,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02138,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02138.java,49,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02139,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02139.java,48,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02140,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02140.java,48,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02141,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02141.java,48,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02169,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02169.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02170,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02170.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02171,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02171.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02172,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02172.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02173,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02173.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02185,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02185.java,53,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02186,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02186.java,53,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02187,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02187.java,53,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02188,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02188.java,53,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02192,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02192.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02192,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02192.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02193,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02193.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02193,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02193.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02194,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02194.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02194,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02194.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02195,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02195.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02195,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02195.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02209,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02209.java,52,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02211,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02211.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02212,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02212.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02213,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02213.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02217,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02217.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02245,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02245.java,52,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02246,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02246.java,52,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest02264,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02264.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02265,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02265.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02266,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02266.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02267,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02267.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02268,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02268.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02269,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02269.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02270,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02270.java,59,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02271,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02271.java,58,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02283,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02283.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02284,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02284.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02285,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02285.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02286,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02286.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02287,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02287.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02288,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02288.java,57,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest02290,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02290.java,74,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02290,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02290.java,74,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02291,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02291.java,74,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02291,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02291.java,74,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02292,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02292.java,74,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02292,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02292.java,74,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02293,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02293.java,73,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02293,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02293.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02294,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02294.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02294,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02294.java,73,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02295,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02295.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest02295,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02295.java,73,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest02296,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02296.java,77,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02297,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02297.java,77,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02298,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02298.java,77,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest02307,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,68,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02307,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,70,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02308,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,63,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest02311,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02311.java,63,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
