test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest02043,0,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02044,0,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02045,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest02046,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02047,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02048,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.658125282848209,P2 - High (ML Probable Vulnerability)
BenchmarkTest02049,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest02050,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02051,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest02052,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02053,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest02054,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest02055,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02056,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02057,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02058,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02059,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02060,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02061,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02062,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02063,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02064,0,CWE-614,0,0,0,1.0,,0.10458381250387964,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02065,0,CWE-614,0,0,0,1.0,,0.09988438870874627,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02066,0,CWE-614,0,0,0,1.0,,0.10532987746572291,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02067,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02068,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02069,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02070,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02071,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02072,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02073,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02074,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02075,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02076,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02077,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02078,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02079,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02080,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02081,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02082,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02083,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02084,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.675477596449973,P2 - High (ML Probable Vulnerability)
BenchmarkTest02085,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7078618281880859,P2 - High (ML Probable Vulnerability)
BenchmarkTest02086,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7097295014333608,P2 - High (ML Probable Vulnerability)
BenchmarkTest02087,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02088,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6133730231246536,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02089,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02090,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6299341752169263,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02091,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6369388599842778,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02092,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.49671630473765704,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02093,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.46600563814060314,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02094,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.549532047868988,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02095,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.549532047868988,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02096,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.46600563814060314,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02097,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6326009898069045,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02098,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02099,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02100,1,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5966911090684172,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02101,1,CWE-327,1,0,1,0.9046,Use another cipher mode or disable padding.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest02102,0,CWE-327,0,0,0,0.9046,,0.09081970593165378,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02103,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest02104,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5266004013240456,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02105,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02106,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02107,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02108,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5300041467457454,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02109,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5333552162927581,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02110,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5300041467457454,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02111,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02112,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02113,1,CWE-22,0,0,0,0.531,,0.23926100857156368,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02114,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5266004013240456,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02115,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5266004013240456,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02116,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5131125537608819,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02117,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02118,1,CWE-328,1,0,1,1.0,Make sure this weak hash algorithm is not used in a sensitive context here.,0.8883896409585705,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02119,0,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02120,0,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02121,1,CWE-328,0,0,0,1.0,,0.22444171124432277,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02122,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.658125282848209,P2 - High (ML Probable Vulnerability)
BenchmarkTest02123,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02124,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest02125,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02126,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02127,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02128,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest02129,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.658125282848209,P2 - High (ML Probable Vulnerability)
BenchmarkTest02130,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02131,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.658125282848209,P2 - High (ML Probable Vulnerability)
BenchmarkTest02132,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02133,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02134,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest02135,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.658125282848209,P2 - High (ML Probable Vulnerability)
BenchmarkTest02136,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02137,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02138,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02139,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02140,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02141,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02142,1,CWE-614,1,1,0,1.0,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);',0.9472792447943184,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest02143,0,CWE-614,0,0,0,1.0,,0.10509525118902438,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02144,0,CWE-614,0,0,0,1.0,,0.10532987746572291,P4 - Low (ML Suppressed / Likely False Alarm)
