test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest02512,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02512.java,59,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02513,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02513.java,59,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02514,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02514.java,58,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02515,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02515.java,58,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02516,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02516.java,56,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02517,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02517.java,56,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02518,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02518.java,56,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest02523,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02523.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02524,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02524.java,51,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest02524,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02524.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02525,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02525.java,51,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest02525,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02525.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02526,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02526.java,51,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest02526,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02526.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02527,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02527.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02528,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02528.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02529,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02529.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02530,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02530.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02531,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02531.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02532,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02532.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02533,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02533.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02534,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02534.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02535,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02535.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02536,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02536.java,53,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02537,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02537.java,53,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02538,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02538.java,53,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02539,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02539.java,52,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02540,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02540.java,53,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02541,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02541.java,53,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02542,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02542.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest02543,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02543.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest02544,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02544.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest02545,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02545.java,53,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02546,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02546.java,53,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest02548,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02548.java,86,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest02548,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02548.java,84,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest02549,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02549.java,86,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest02549,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02549.java,84,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest02550,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02550.java,83,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest02553,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02553.java,83,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest02554,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02554.java,72,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02555,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02555.java,72,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02556,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02556.java,72,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02557,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02557.java,72,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02558,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02558.java,72,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02559,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02559.java,89,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02560,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02560.java,77,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02561,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02561.java,77,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02562,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02562.java,77,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02563,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02563.java,78,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02563,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02563.java,91,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02564,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02564.java,78,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02564,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02564.java,91,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02565,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02565.java,83,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02566,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02566.java,83,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02567,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02567.java,78,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02567,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02567.java,91,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02568,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02568.java,78,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02568,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02568.java,91,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02569,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02569.java,78,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02569,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02569.java,91,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest02571,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02571.java,86,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest02572,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02572.java,85,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest02573,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02573.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest02574,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02574.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest02575,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02575.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.
BenchmarkTest02578,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02578.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02579,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02579.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02580,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02580.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02581,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02581.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02582,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02582.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02583,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02583.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02584,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02584.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02585,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02585.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02586,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02586.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02587,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02587.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02588,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02588.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02589,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02589.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
